"";"email";"id";"idLegislatura";"nome";"siglaPartido";"siglaUf";"uri";"uriPartido";"urlFoto"
"96";"dep.christonietto@camara.leg.br";"204462";"56";"CHRIS TONIETTO";"PSL";"RJ";"https://dadosabertos.camara.leg.br/api/v2/deputados/204462";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204462.jpg"
"97";"dep.christianedesouzayared@camara.leg.br";"178928";"56";"CHRISTIANE DE SOUZA YARED";"PL";"PR";"https://dadosabertos.camara.leg.br/api/v2/deputados/178928";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"https://www.camara.leg.br/internet/deputado/bandep/178928.jpg"
"98";"dep.christinoaureo@camara.leg.br";"204440";"56";"CHRISTINO AUREO";"PP";"RJ";"https://dadosabertos.camara.leg.br/api/v2/deputados/204440";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"https://www.camara.leg.br/internet/deputado/bandep/204440.jpg"
"99";"dep.clarissagarotinho@camara.leg.br";"178939";"56";"CLARISSA GAROTINHO";"PROS";"RJ";"https://dadosabertos.camara.leg.br/api/v2/deputados/178939";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";"https://www.camara.leg.br/internet/deputado/bandep/178939.jpg"
"100";"dep.claudiocajado@camara.leg.br";"74537";"56";"CLAUDIO CAJADO";"PP";"BA";"https://dadosabertos.camara.leg.br/api/v2/deputados/74537";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"https://www.camara.leg.br/internet/deputado/bandep/74537.jpg"
"101";"dep.coronelarmando@camara.leg.br";"204376";"56";"CORONEL ARMANDO";"PSL";"SC";"https://dadosabertos.camara.leg.br/api/v2/deputados/204376";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204376.jpg"
"102";"dep.coronelchrisostomo@camara.leg.br";"204378";"56";"CORONEL CHRISÓSTOMO";"PSL";"RO";"https://dadosabertos.camara.leg.br/api/v2/deputados/204378";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204378.jpg"
"103";"dep.coroneltadeu@camara.leg.br";"204514";"56";"CORONEL TADEU";"PSL";"SP";"https://dadosabertos.camara.leg.br/api/v2/deputados/204514";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204514.jpg"
"104";"dep.cristianovale@camara.leg.br";"135054";"56";"CRISTIANO VALE";"PL";"PA";"https://dadosabertos.camara.leg.br/api/v2/deputados/135054";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"https://www.camara.leg.br/internet/deputado/bandep/135054.jpg"
"105";"dep.davitoria@camara.leg.br";"204355";"56";"DA VITORIA";"CIDADANIA";"ES";"https://dadosabertos.camara.leg.br/api/v2/deputados/204355";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"https://www.camara.leg.br/internet/deputado/bandep/204355.jpg"
"106";"dep.dagobertonogueira@camara.leg.br";"141411";"56";"DAGOBERTO NOGUEIRA";"PDT";"MS";"https://dadosabertos.camara.leg.br/api/v2/deputados/141411";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"https://www.camara.leg.br/internet/deputado/bandep/141411.jpg"
"107";"dep.damiaofeliciano@camara.leg.br";"74467";"56";"DAMIÃO FELICIANO";"PDT";"PB";"https://dadosabertos.camara.leg.br/api/v2/deputados/74467";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"https://www.camara.leg.br/internet/deputado/bandep/74467.jpg"
"108";"dep.danielalmeida@camara.leg.br";"74060";"56";"DANIEL ALMEIDA";"PCdoB";"BA";"https://dadosabertos.camara.leg.br/api/v2/deputados/74060";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"https://www.camara.leg.br/internet/deputado/bandep/74060.jpg"
"109";"dep.danielcoelho@camara.leg.br";"178916";"56";"DANIEL COELHO";"CIDADANIA";"PE";"https://dadosabertos.camara.leg.br/api/v2/deputados/178916";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"https://www.camara.leg.br/internet/deputado/bandep/178916.jpg"
"110";"dep.danielfreitas@camara.leg.br";"204367";"56";"DANIEL FREITAS";"PSL";"SC";"https://dadosabertos.camara.leg.br/api/v2/deputados/204367";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204367.jpg"
"111";"dep.danielsilveira@camara.leg.br";"204454";"56";"DANIEL SILVEIRA";"PSL";"RJ";"https://dadosabertos.camara.leg.br/api/v2/deputados/204454";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204454.jpg"
"112";"dep.danieltrzeciak@camara.leg.br";"204409";"56";"DANIEL TRZECIAK";"PSDB";"RS";"https://dadosabertos.camara.leg.br/api/v2/deputados/204409";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"https://www.camara.leg.br/internet/deputado/bandep/204409.jpg"
"113";"dep.danieladowaguinho@camara.leg.br";"204459";"56";"DANIELA DO WAGUINHO";"MDB";"RJ";"https://dadosabertos.camara.leg.br/api/v2/deputados/204459";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"https://www.camara.leg.br/internet/deputado/bandep/204459.jpg"
"114";"dep.danilocabral@camara.leg.br";"160528";"56";"DANILO CABRAL";"PSB";"PE";"https://dadosabertos.camara.leg.br/api/v2/deputados/160528";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"https://www.camara.leg.br/internet/deputado/bandep/160528.jpg"
"115";"dep.danrleidedeushinterholz@camara.leg.br";"160552";"56";"DANRLEI DE DEUS HINTERHOLZ";"PSD";"RS";"https://dadosabertos.camara.leg.br/api/v2/deputados/160552";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"https://www.camara.leg.br/internet/deputado/bandep/160552.jpg"
"116";"dep.darcidematos@camara.leg.br";"116379";"56";"DARCI DE MATOS";"PSD";"SC";"https://dadosabertos.camara.leg.br/api/v2/deputados/116379";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"https://www.camara.leg.br/internet/deputado/bandep/116379.jpg"
"117";"dep.darcisioperondi@camara.leg.br";"73891";"56";"DARCÍSIO PERONDI";"MDB";"RS";"https://dadosabertos.camara.leg.br/api/v2/deputados/73891";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"https://www.camara.leg.br/internet/deputado/bandep/73891.jpg"
"118";"dep.davidmiranda@camara.leg.br";"205548";"56";"DAVID MIRANDA";"PSOL";"RJ";"https://dadosabertos.camara.leg.br/api/v2/deputados/205548";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"https://www.camara.leg.br/internet/deputado/bandep/205548.jpg"
"119";"dep.davidsoares@camara.leg.br";"204511";"56";"DAVID SOARES";"DEM";"SP";"https://dadosabertos.camara.leg.br/api/v2/deputados/204511";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"https://www.camara.leg.br/internet/deputado/bandep/204511.jpg"
"120";"dep.delegadoantoniofurtado@camara.leg.br";"204451";"56";"DELEGADO ANTÔNIO FURTADO";"PSL";"RJ";"https://dadosabertos.camara.leg.br/api/v2/deputados/204451";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204451.jpg"
"121";"dep.delegadoedermauro@camara.leg.br";"178908";"56";"DELEGADO ÉDER MAURO";"PSD";"PA";"https://dadosabertos.camara.leg.br/api/v2/deputados/178908";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"https://www.camara.leg.br/internet/deputado/bandep/178908.jpg"
"122";"dep.delegadomarcelofreitas@camara.leg.br";"204512";"56";"DELEGADO MARCELO FREITAS";"PSL";"MG";"https://dadosabertos.camara.leg.br/api/v2/deputados/204512";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204512.jpg"
"123";"dep.delegadopablo@camara.leg.br";"204569";"56";"DELEGADO PABLO";"PSL";"AM";"https://dadosabertos.camara.leg.br/api/v2/deputados/204569";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204569.jpg"
"124";"dep.delegadowaldir@camara.leg.br";"164359";"56";"DELEGADO WALDIR";"PSL";"GO";"https://dadosabertos.camara.leg.br/api/v2/deputados/164359";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/164359.jpg"
"125";"dep.denisbezerra@camara.leg.br";"204542";"56";"DENIS BEZERRA";"PSB";"CE";"https://dadosabertos.camara.leg.br/api/v2/deputados/204542";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"https://www.camara.leg.br/internet/deputado/bandep/204542.jpg"
"126";"dep.diegoandrade@camara.leg.br";"160588";"56";"DIEGO ANDRADE";"PSD";"MG";"https://dadosabertos.camara.leg.br/api/v2/deputados/160588";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"https://www.camara.leg.br/internet/deputado/bandep/160588.jpg"
"127";"dep.diegogarcia@camara.leg.br";"178929";"56";"DIEGO GARCIA";"PODE";"PR";"https://dadosabertos.camara.leg.br/api/v2/deputados/178929";"https://dadosabertos.camara.leg.br/api/v2/partidos/36896";"https://www.camara.leg.br/internet/deputado/bandep/178929.jpg"
"128";"dep.dimasfabiano@camara.leg.br";"160599";"56";"DIMAS FABIANO";"PP";"MG";"https://dadosabertos.camara.leg.br/api/v2/deputados/160599";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"https://www.camara.leg.br/internet/deputado/bandep/160599.jpg"
"129";"dep.domingosneto@camara.leg.br";"143632";"56";"DOMINGOS NETO";"PSD";"CE";"https://dadosabertos.camara.leg.br/api/v2/deputados/143632";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"https://www.camara.leg.br/internet/deputado/bandep/143632.jpg"
"130";"dep.domingossavio@camara.leg.br";"160758";"56";"DOMINGOS SÁVIO";"PSDB";"MG";"https://dadosabertos.camara.leg.br/api/v2/deputados/160758";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"https://www.camara.leg.br/internet/deputado/bandep/160758.jpg"
"131";"dep.dr.frederico@camara.leg.br";"204518";"56";"DR. FREDERICO";"PATRIOTA";"MG";"https://dadosabertos.camara.leg.br/api/v2/deputados/204518";"https://dadosabertos.camara.leg.br/api/v2/partidos/37907";"https://www.camara.leg.br/internet/deputado/bandep/204518.jpg"
"132";"dep.dr.goncalo@camara.leg.br";"212625";"56";"DR. GONÇALO";"REPUBLICANOS";"MA";"https://dadosabertos.camara.leg.br/api/v2/deputados/212625";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"https://www.camara.leg.br/internet/deputado/bandep/212625.jpg"
"133";"dep.dr.jaziel@camara.leg.br";"204481";"56";"DR. JAZIEL";"PL";"CE";"https://dadosabertos.camara.leg.br/api/v2/deputados/204481";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"https://www.camara.leg.br/internet/deputado/bandep/204481.jpg"
"134";"dep.dr.leonardo@camara.leg.br";"204439";"56";"DR. LEONARDO";"SOLIDARIEDADE";"MT";"https://dadosabertos.camara.leg.br/api/v2/deputados/204439";"https://dadosabertos.camara.leg.br/api/v2/partidos/37904";"https://www.camara.leg.br/internet/deputado/bandep/204439.jpg"
"135";"dep.dr.luizantonioteixeirajr@camara.leg.br";"204450";"56";"DR. LUIZ ANTONIO TEIXEIRA JR.";"PP";"RJ";"https://dadosabertos.camara.leg.br/api/v2/deputados/204450";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"https://www.camara.leg.br/internet/deputado/bandep/204450.jpg"
"136";"dep.dr.luizovando@camara.leg.br";"204351";"56";"DR. LUIZ OVANDO";"PSL";"MS";"https://dadosabertos.camara.leg.br/api/v2/deputados/204351";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204351.jpg"
"137";"dep.dr.zachariascalil@camara.leg.br";"204412";"56";"DR. ZACHARIAS CALIL";"DEM";"GO";"https://dadosabertos.camara.leg.br/api/v2/deputados/204412";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"https://www.camara.leg.br/internet/deputado/bandep/204412.jpg"
"138";"dep.dra.sorayamanato@camara.leg.br";"81297";"56";"DRA. SORAYA MANATO";"PSL";"ES";"https://dadosabertos.camara.leg.br/api/v2/deputados/81297";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/81297.jpg"
"139";"dep.dra.vandamilani@camara.leg.br";"204434";"56";"DRA. VANDA MILANI";"SOLIDARIEDADE";"AC";"https://dadosabertos.camara.leg.br/api/v2/deputados/204434";"https://dadosabertos.camara.leg.br/api/v2/partidos/37904";"https://www.camara.leg.br/internet/deputado/bandep/204434.jpg"
"140";"dep.dulcemiranda@camara.leg.br";"178994";"56";"DULCE MIRANDA";"MDB";"TO";"https://dadosabertos.camara.leg.br/api/v2/deputados/178994";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"https://www.camara.leg.br/internet/deputado/bandep/178994.jpg"
"141";"dep.edilaziojunior@camara.leg.br";"204562";"56";"EDILÁZIO JÚNIOR";"PSD";"MA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204562";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"https://www.camara.leg.br/internet/deputado/bandep/204562.jpg"
"142";"dep.ediolopes@camara.leg.br";"141417";"56";"EDIO LOPES";"PL";"RR";"https://dadosabertos.camara.leg.br/api/v2/deputados/141417";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"https://www.camara.leg.br/internet/deputado/bandep/141417.jpg"
"143";"dep.edmilsonrodrigues@camara.leg.br";"134812";"56";"EDMILSON RODRIGUES";"PSOL";"PA";"https://dadosabertos.camara.leg.br/api/v2/deputados/134812";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"https://www.camara.leg.br/internet/deputado/bandep/134812.jpg"
"144";"dep.ednahenrique@camara.leg.br";"204421";"56";"EDNA HENRIQUE";"PSDB";"PB";"https://dadosabertos.camara.leg.br/api/v2/deputados/204421";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"https://www.camara.leg.br/internet/deputado/bandep/204421.jpg"
"145";"dep.eduardobarbosa@camara.leg.br";"74655";"56";"EDUARDO BARBOSA";"PSDB";"MG";"https://dadosabertos.camara.leg.br/api/v2/deputados/74655";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"https://www.camara.leg.br/internet/deputado/bandep/74655.jpg"
"146";"dep.eduardobismarck@camara.leg.br";"204541";"56";"EDUARDO BISMARCK";"PDT";"CE";"https://dadosabertos.camara.leg.br/api/v2/deputados/204541";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"https://www.camara.leg.br/internet/deputado/bandep/204541.jpg"
"147";"dep.eduardobolsonaro@camara.leg.br";"92346";"56";"EDUARDO BOLSONARO";"PSL";"SP";"https://dadosabertos.camara.leg.br/api/v2/deputados/92346";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/92346.jpg"
"148";"dep.eduardobraide@camara.leg.br";"204552";"56";"EDUARDO BRAIDE";"PODE";"MA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204552";"https://dadosabertos.camara.leg.br/api/v2/partidos/36896";"https://www.camara.leg.br/internet/deputado/bandep/204552.jpg"
"149";"dep.eduardocosta@camara.leg.br";"204500";"56";"EDUARDO COSTA";"PTB";"PA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204500";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";"https://www.camara.leg.br/internet/deputado/bandep/204500.jpg"
"150";"dep.eduardocury@camara.leg.br";"178977";"56";"EDUARDO CURY";"PSDB";"SP";"https://dadosabertos.camara.leg.br/api/v2/deputados/178977";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"https://www.camara.leg.br/internet/deputado/bandep/178977.jpg"
"151";"dep.eduardodafonte@camara.leg.br";"141421";"56";"EDUARDO DA FONTE";"PP";"PE";"https://dadosabertos.camara.leg.br/api/v2/deputados/141421";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"https://www.camara.leg.br/internet/deputado/bandep/141421.jpg"
"152";"dep.efraimfilho@camara.leg.br";"141422";"56";"EFRAIM FILHO";"DEM";"PB";"https://dadosabertos.camara.leg.br/api/v2/deputados/141422";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"https://www.camara.leg.br/internet/deputado/bandep/141422.jpg"
"153";"dep.elcionebarbalho@camara.leg.br";"74075";"56";"ELCIONE BARBALHO";"MDB";"PA";"https://dadosabertos.camara.leg.br/api/v2/deputados/74075";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"https://www.camara.leg.br/internet/deputado/bandep/74075.jpg"
"154";"dep.eliborges@camara.leg.br";"204364";"56";"ELI BORGES";"SOLIDARIEDADE";"TO";"https://dadosabertos.camara.leg.br/api/v2/deputados/204364";"https://dadosabertos.camara.leg.br/api/v2/partidos/37904";"https://www.camara.leg.br/internet/deputado/bandep/204364.jpg"
"155";"dep.eliasvaz@camara.leg.br";"204389";"56";"ELIAS VAZ";"PSB";"GO";"https://dadosabertos.camara.leg.br/api/v2/deputados/204389";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"https://www.camara.leg.br/internet/deputado/bandep/204389.jpg"
"156";"dep.elmarnascimento@camara.leg.br";"178854";"56";"ELMAR NASCIMENTO";"DEM";"BA";"https://dadosabertos.camara.leg.br/api/v2/deputados/178854";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"https://www.camara.leg.br/internet/deputado/bandep/178854.jpg"
"157";"dep.emanuelpinheironeto@camara.leg.br";"198783";"56";"EMANUEL PINHEIRO NETO";"PTB";"MT";"https://dadosabertos.camara.leg.br/api/v2/deputados/198783";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";"https://www.camara.leg.br/internet/deputado/bandep/198783.jpg"
"158";"dep.emidinhomadeira@camara.leg.br";"161550";"56";"EMIDINHO MADEIRA";"PSB";"MG";"https://dadosabertos.camara.leg.br/api/v2/deputados/161550";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"https://www.camara.leg.br/internet/deputado/bandep/161550.jpg"
"159";"dep.eneiasreis@camara.leg.br";"207309";"56";"ENÉIAS REIS";"PSL";"MG";"https://dadosabertos.camara.leg.br/api/v2/deputados/207309";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/207309.jpg"
"160";"dep.enioverri@camara.leg.br";"132504";"56";"ENIO VERRI";"PT";"PR";"https://dadosabertos.camara.leg.br/api/v2/deputados/132504";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"https://www.camara.leg.br/internet/deputado/bandep/132504.jpg"
"161";"dep.enricomisasi@camara.leg.br";"204537";"56";"ENRICO MISASI";"PV";"SP";"https://dadosabertos.camara.leg.br/api/v2/deputados/204537";"https://dadosabertos.camara.leg.br/api/v2/partidos/36851";"https://www.camara.leg.br/internet/deputado/bandep/204537.jpg"
"162";"dep.erikakokay@camara.leg.br";"160575";"56";"ERIKA KOKAY";"PT";"DF";"https://dadosabertos.camara.leg.br/api/v2/deputados/160575";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"https://www.camara.leg.br/internet/deputado/bandep/160575.jpg"
"163";"dep.erosbiondini@camara.leg.br";"160640";"56";"EROS BIONDINI";"PROS";"MG";"https://dadosabertos.camara.leg.br/api/v2/deputados/160640";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";"https://www.camara.leg.br/internet/deputado/bandep/160640.jpg"
"164";"dep.euclydespettersen@camara.leg.br";"204482";"56";"EUCLYDES PETTERSEN";"PSC";"MG";"https://dadosabertos.camara.leg.br/api/v2/deputados/204482";"https://dadosabertos.camara.leg.br/api/v2/partidos/36833";"https://www.camara.leg.br/internet/deputado/bandep/204482.jpg"
"165";"dep.evairvieirademelo@camara.leg.br";"178871";"56";"EVAIR VIEIRA DE MELO";"PP";"ES";"https://dadosabertos.camara.leg.br/api/v2/deputados/178871";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"https://www.camara.leg.br/internet/deputado/bandep/178871.jpg"
"166";"dep.expeditonetto@camara.leg.br";"178953";"56";"EXPEDITO NETTO";"PSD";"RO";"https://dadosabertos.camara.leg.br/api/v2/deputados/178953";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"https://www.camara.leg.br/internet/deputado/bandep/178953.jpg"
"167";"dep.fabianotolentino@camara.leg.br";"211866";"56";"FABIANO TOLENTINO";"CIDADANIA";"MG";"https://dadosabertos.camara.leg.br/api/v2/deputados/211866";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"https://www.camara.leg.br/internet/deputado/bandep/211866.jpg"
"168";"dep.fabiofaria@camara.leg.br";"141428";"56";"FÁBIO FARIA";"PSD";"RN";"https://dadosabertos.camara.leg.br/api/v2/deputados/141428";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"https://www.camara.leg.br/internet/deputado/bandep/141428.jpg"
"169";"dep.fabiohenrique@camara.leg.br";"68720";"56";"FÁBIO HENRIQUE";"PDT";"SE";"https://dadosabertos.camara.leg.br/api/v2/deputados/68720";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"https://www.camara.leg.br/internet/deputado/bandep/68720.jpg"
"170";"dep.fabiomitidieri@camara.leg.br";"178969";"56";"FÁBIO MITIDIERI";"PSD";"SE";"https://dadosabertos.camara.leg.br/api/v2/deputados/178969";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"https://www.camara.leg.br/internet/deputado/bandep/178969.jpg"
"171";"dep.fabioramalho@camara.leg.br";"141427";"56";"FÁBIO RAMALHO";"MDB";"MG";"https://dadosabertos.camara.leg.br/api/v2/deputados/141427";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"https://www.camara.leg.br/internet/deputado/bandep/141427.jpg"
"172";"dep.fabioreis@camara.leg.br";"171623";"56";"FABIO REIS";"MDB";"SE";"https://dadosabertos.camara.leg.br/api/v2/deputados/171623";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"https://www.camara.leg.br/internet/deputado/bandep/171623.jpg"
"173";"dep.fabioschiochet@camara.leg.br";"204368";"56";"FABIO SCHIOCHET";"PSL";"SC";"https://dadosabertos.camara.leg.br/api/v2/deputados/204368";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204368.jpg"
"174";"dep.fabiotrad@camara.leg.br";"160587";"56";"FÁBIO TRAD";"PSD";"MS";"https://dadosabertos.camara.leg.br/api/v2/deputados/160587";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"https://www.camara.leg.br/internet/deputado/bandep/160587.jpg"
"175";"dep.faustopinato@camara.leg.br";"66828";"56";"FAUSTO PINATO";"PP";"SP";"https://dadosabertos.camara.leg.br/api/v2/deputados/66828";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"https://www.camara.leg.br/internet/deputado/bandep/66828.jpg"
"176";"dep.feliciolaterca@camara.leg.br";"204477";"56";"FELÍCIO LATERÇA";"PSL";"RJ";"https://dadosabertos.camara.leg.br/api/v2/deputados/204477";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204477.jpg"
"177";"dep.felipecarreras@camara.leg.br";"72442";"56";"FELIPE CARRERAS";"PSB";"PE";"https://dadosabertos.camara.leg.br/api/v2/deputados/72442";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"https://www.camara.leg.br/internet/deputado/bandep/72442.jpg"
"178";"dep.felipefrancischini@camara.leg.br";"204398";"56";"FELIPE FRANCISCHINI";"PSL";"PR";"https://dadosabertos.camara.leg.br/api/v2/deputados/204398";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204398.jpg"
"179";"dep.feliperigoni@camara.leg.br";"204371";"56";"FELIPE RIGONI";"PSB";"ES";"https://dadosabertos.camara.leg.br/api/v2/deputados/204371";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"https://www.camara.leg.br/internet/deputado/bandep/204371.jpg"
"180";"dep.felixmendoncajunior@camara.leg.br";"160666";"56";"FÉLIX MENDONÇA JÚNIOR";"PDT";"BA";"https://dadosabertos.camara.leg.br/api/v2/deputados/160666";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"https://www.camara.leg.br/internet/deputado/bandep/160666.jpg"
"181";"dep.fernandamelchionna@camara.leg.br";"204407";"56";"FERNANDA MELCHIONNA";"PSOL";"RS";"https://dadosabertos.camara.leg.br/api/v2/deputados/204407";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"https://www.camara.leg.br/internet/deputado/bandep/204407.jpg"
"182";"dep.fernandoborja@camara.leg.br";"212504";"56";"FERNANDO BORJA";"AVANTE";"MG";"https://dadosabertos.camara.leg.br/api/v2/deputados/212504";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";"https://www.camara.leg.br/internet/deputado/bandep/212504.jpg"
"183";"dep.fernandocoelhofilho@camara.leg.br";"141431";"56";"FERNANDO COELHO FILHO";"DEM";"PE";"https://dadosabertos.camara.leg.br/api/v2/deputados/141431";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"https://www.camara.leg.br/internet/deputado/bandep/141431.jpg"
"184";"dep.fernandomonteiro@camara.leg.br";"92699";"56";"FERNANDO MONTEIRO";"PP";"PE";"https://dadosabertos.camara.leg.br/api/v2/deputados/92699";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"https://www.camara.leg.br/internet/deputado/bandep/92699.jpg"
"185";"dep.fernandorodolfo@camara.leg.br";"204427";"56";"FERNANDO RODOLFO";"PL";"PE";"https://dadosabertos.camara.leg.br/api/v2/deputados/204427";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"https://www.camara.leg.br/internet/deputado/bandep/204427.jpg"
"186";"dep.filipebarros@camara.leg.br";"204411";"56";"FILIPE BARROS";"PSL";"PR";"https://dadosabertos.camara.leg.br/api/v2/deputados/204411";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204411.jpg"
"187";"dep.flaviaarruda@camara.leg.br";"204354";"56";"FLÁVIA ARRUDA";"PL";"DF";"https://dadosabertos.camara.leg.br/api/v2/deputados/204354";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"https://www.camara.leg.br/internet/deputado/bandep/204354.jpg"
"188";"dep.flaviamorais@camara.leg.br";"160598";"56";"FLÁVIA MORAIS";"PDT";"GO";"https://dadosabertos.camara.leg.br/api/v2/deputados/160598";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"https://www.camara.leg.br/internet/deputado/bandep/160598.jpg"
"189";"dep.flavianomelo@camara.leg.br";"141434";"56";"FLAVIANO MELO";"MDB";"AC";"https://dadosabertos.camara.leg.br/api/v2/deputados/141434";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"https://www.camara.leg.br/internet/deputado/bandep/141434.jpg"
"190";"dep.flavionogueira@camara.leg.br";"191923";"56";"FLÁVIO NOGUEIRA";"PDT";"PI";"https://dadosabertos.camara.leg.br/api/v2/deputados/191923";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"https://www.camara.leg.br/internet/deputado/bandep/191923.jpg"
"191";"dep.flordelis@camara.leg.br";"204447";"56";"FLORDELIS";"PSD";"RJ";"https://dadosabertos.camara.leg.br/api/v2/deputados/204447";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"https://www.camara.leg.br/internet/deputado/bandep/204447.jpg"
